date,symbol,high,low,close,open
2023-08-25,VN30F2309,1199.50,1188.00,1194.50,1195.10
2023-08-28,VN30F2309,1214.40,1198.10,1211.00,1201.60
2023-08-29,VN30F2309,1216.40,1205.10,1211.80,1213.60
2023-08-30,VN30F2309,1225.50,1212.00,1224.20,1214.40
2023-08-31,VN30F2309,1235.50,1223.10,1233.00,1224.00
2023-09-05,VN30F2309,1246.30,1236.50,1242.50,1237.70
2023-09-06,VN30F2309,1263.00,1237.20,1263.00,1240.80
2023-09-07,VN30F2309,1265.70,1248.10,1255.20,1262.10
2023-09-08,VN30F2309,1259.20,1248.00,1249.90,1255.10
2023-09-11,VN30F2309,1261.80,1201.00,1233.00,1259.00
2023-09-12,VN30F2309,1257.00,1228.30,1257.00,1230.20
2023-09-13,VN30F2309,1261.00,1235.20,1245.00,1257.00
2023-09-14,VN30F2309,1251.90,1226.10,1235.00,1246.30
2023-09-15,VN30F2309,1244.90,1233.60,1240.50,1238.30
2023-09-18,VN30F2309,1236.30,1212.50,1222.00,1236.00
2023-09-19,VN30F2309,1229.40,1213.50,1222.00,1225.10
2023-09-20,VN30F2309,1237.70,1221.60,1231.60,1222.90
2023-09-21,VN30F2309,1232.40,1217.10,1220.60,1230.00
2023-09-22,VN30F2310,1202.00,1176.20,1192.60,1200.10
2023-09-25,VN30F2310,1195.70,1162.00,1162.50,1186.10
2023-09-26,VN30F2310,1176.00,1151.60,1151.60,1161.00
2023-09-27,VN30F2310,1164.90,1146.00,1163.70,1152.10
2023-09-28,VN30F2310,1167.00,1138.00,1162.50,1165.50
2023-09-29,VN30F2310,1173.20,1160.60,1160.60,1165.70
2023-10-02,VN30F2310,1172.00,1157.70,1166.80,1162.50
2023-10-03,VN30F2310,1158.80,1127.60,1131.30,1158.80
2023-10-04,VN30F2310,1143.50,1116.10,1132.50,1121.80
2023-10-05,VN30F2310,1136.40,1120.00,1120.00,1133.00
2023-10-06,VN30F2310,1142.70,1120.00,1138.40,1122.50
2023-10-09,VN30F2310,1148.00,1132.50,1145.00,1136.40
2023-10-10,VN30F2310,1161.90,1153.30,1157.00,1156.00
2023-10-11,VN30F2310,1166.00,1153.10,1166.00,1157.00
2023-10-12,VN30F2310,1168.90,1158.10,1161.50,1168.60
2023-10-13,VN30F2310,1164.00,1146.10,1161.10,1155.00
2023-10-16,VN30F2310,1159.80,1143.00,1146.50,1158.00
2023-10-17,VN30F2310,1159.00,1134.90,1134.90,1151.40
2023-10-18,VN30F2310,1143.00,1113.00,1125.00,1139.00
2023-10-19,VN30F2310,1125.30,1111.00,1112.00,1124.00
2023-10-20,VN30F2311,1123.00,1096.90,1117.00,1101.00
2023-10-23,VN30F2311,1117.30,1093.70,1104.90,1116.90
2023-10-24,VN30F2311,1121.50,1102.00,1112.00,1109.00
2023-10-25,VN30F2311,1122.90,1109.20,1109.20,1116.30
2023-10-26,VN30F2311,1103.00,1052.00,1060.00,1102.20
2023-10-27,VN30F2311,1069.80,1050.00,1068.50,1065.10
2023-10-30,VN30F2311,1066.60,1039.90,1039.90,1059.80
2023-10-31,VN30F2311,1053.50,1035.50,1039.70,1043.90
2023-11-01,VN30F2311,1053.00,1039.00,1047.50,1046.80
2023-11-02,VN30F2311,1087.00,1054.80,1087.00,1057.50
2023-11-03,VN30F2311,1095.00,1084.60,1087.00,1092.10
2023-11-06,VN30F2311,1106.00,1095.40,1106.00,1095.90
2023-11-07,VN30F2311,1102.80,1094.00,1095.40,1101.60
2023-11-08,VN30F2311,1136.90,1086.30,1134.00,1094.50
2023-11-09,VN30F2311,1139.00,1123.40,1125.00,1135.10
2023-11-10,VN30F2311,1124.30,1106.00,1108.50,1115.00
2023-11-13,VN30F2311,1116.30,1099.60,1107.00,1109.10
2023-11-14,VN30F2311,1123.50,1110.10,1120.00,1115.90
2023-11-15,VN30F2311,1151.80,1133.00,1134.00,1141.00
2023-11-16,VN30F2311,1133.00,1122.20,1125.10,1128.40
2023-11-17,VN30F2312,1142.00,1095.00,1105.00,1142.00
2023-11-20,VN30F2312,1117.00,1080.30,1102.00,1081.90
2023-11-21,VN30F2312,1112.50,1101.00,1111.00,1108.00
2023-11-22,VN30F2312,1114.90,1096.20,1112.00,1111.80
2023-11-23,VN30F2312,1118.50,1080.00,1080.00,1118.30
2023-11-24,VN30F2312,1086.50,1066.00,1084.90,1083.00
2023-11-27,VN30F2312,1085.00,1076.00,1076.00,1084.00
2023-11-28,VN30F2312,1092.60,1068.30,1087.00,1077.40
2023-11-29,VN30F2312,1099.00,1087.00,1092.10,1087.00
2023-11-30,VN30F2312,1098.30,1075.50,1076.00,1090.10
2023-12-01,VN30F2312,1094.90,1077.40,1090.10,1081.00
2023-12-04,VN30F2312,1116.80,1094.20,1107.00,1097.00
2023-12-05,VN30F2312,1108.50,1096.10,1099.00,1105.60
2023-12-06,VN30F2312,1111.80,1101.20,1111.10,1103.20
2023-12-07,VN30F2312,1118.00,1097.40,1112.00,1109.50
2023-12-08,VN30F2312,1119.00,1109.00,1112.00,1112.00
2023-12-11,VN30F2312,1120.00,1112.30,1117.00,1115.60
2023-12-12,VN30F2312,1122.70,1113.20,1118.80,1121.50
2023-12-13,VN30F2312,1123.40,1106.30,1107.00,1123.00
2023-12-14,VN30F2312,1113.50,1103.20,1103.90,1112.80
2023-12-15,VN30F2312,1108.70,1096.70,1099.30,1105.40
2023-12-18,VN30F2312,1099.50,1082.00,1082.00,1097.80
2023-12-19,VN30F2312,1091.30,1078.10,1091.30,1082.00
2023-12-20,VN30F2312,1097.50,1090.20,1096.10,1092.00
2023-12-21,VN30F2312,1096.00,1089.00,1094.70,1093.50
2023-12-22,VN30F2401,1100.00,1093.30,1097.70,1100.00
2023-12-25,VN30F2401,1119.70,1096.30,1115.00,1096.30
2023-12-26,VN30F2401,1119.10,1113.30,1121.50,1115.40
2023-12-27,VN30F2401,1126.40,1117.60,1116.90,1121.80
2023-12-28,VN30F2401,1136.00,1117.00,1132.90,1118.30
2023-12-29,VN30F2401,1139.60,1130.50,1134.60,1133.20
2024-01-02,VN30F2401,1141.80,1131.00,1133.50,1138.50
2024-01-03,VN30F2401,1143.70,1126.40,1148.30,1130.50
2024-01-04,VN30F2401,1171.60,1145.50,1156.50,1146.00
2024-01-05,VN30F2401,1166.00,1154.20,1166.00,1156.10
2024-01-08,VN30F2401,1173.40,1160.50,1162.00,1166.40
2024-01-09,VN30F2401,1166.00,1158.60,1163.00,1166.00
2024-01-10,VN30F2401,1170.80,1159.30,1163.10,1162.80
2024-01-11,VN30F2401,1176.70,1162.80,1168.10,1165.00
2024-01-12,VN30F2401,1169.80,1151.00,1165.90,1165.90
2024-01-15,VN30F2401,1175.40,1162.70,1162.70,1168.90
2024-01-16,VN30F2401,1172.00,1157.50,1172.00,1158.00
2024-01-17,VN30F2401,1180.00,1164.30,1166.00,1171.10
2024-01-18,VN30F2401,1177.80,1165.80,1172.80,1168.10
2024-01-19,VN30F2402,1190.00,1180.30,1190.00,1181.00
2024-01-22,VN30F2402,1196.40,1186.00,1194.00,1194.80
2024-01-23,VN30F2402,1194.60,1180.50,1184.00,1192.70
2024-01-24,VN30F2402,1190.50,1178.80,1180.70,1183.40
2024-01-25,VN30F2402,1184.00,1175.00,1180.50,1181.00
2024-01-26,VN30F2402,1189.00,1181.00,1187.00,1182.90
2024-01-29,VN30F2402,1189.50,1181.60,1183.60,1188.60
2024-01-30,VN30F2402,1187.30,1182.70,1186.00,1184.00
2024-01-31,VN30F2402,1188.50,1165.60,1171.00,1186.20
2024-02-01,VN30F2402,1180.50,1168.60,1177.20,1168.90
2024-02-02,VN30F2402,1182.40,1174.80,1181.10,1179.90
2024-02-05,VN30F2402,1213.90,1181.30,1202.50,1182.60
2024-02-06,VN30F2402,1206.00,1200.50,1203.90,1201.40
2024-02-07,VN30F2402,1219.80,1205.20,1219.00,1206.70
2024-02-15,VN30F2402,1227.90,1217.80,1217.80,1224.90
2024-02-16,VN30F2403,1232.30,1222.60,1232.00,1225.60
2024-02-19,VN30F2403,1243.90,1230.50,1240.50,1231.60
2024-02-20,VN30F2403,1243.90,1237.40,1240.20,1241.40
2024-02-21,VN30F2403,1248.30,1235.10,1240.00,1235.20
2024-02-22,VN30F2403,1242.60,1235.50,1238.00,1240.10
2024-02-23,VN30F2403,1254.00,1225.00,1225.10,1240.50
2024-02-26,VN30F2403,1231.50,1222.10,1230.30,1228.80
2024-02-27,VN30F2403,1242.50,1230.30,1241.00,1231.00
2024-02-28,VN30F2403,1266.20,1241.40,1266.20,1242.90
2024-02-29,VN30F2403,1271.50,1255.00,1262.80,1266.20
2024-03-01,VN30F2403,1269.00,1259.10,1266.80,1265.00
2024-03-04,VN30F2403,1272.00,1263.30,1268.40,1270.20
2024-03-05,VN30F2403,1279.00,1264.10,1278.50,1267.00
2024-03-06,VN30F2403,1282.00,1255.10,1266.80,1276.90
2024-03-07,VN30F2403,1278.40,1264.20,1273.40,1267.80
2024-03-08,VN30F2403,1276.00,1248.70,1253.80,1274.50
2024-03-11,VN30F2403,1254.60,1230.80,1231.00,1250.30
2024-03-12,VN30F2403,1243.00,1232.00,1239.80,1232.90
2024-03-13,VN30F2403,1273.90,1240.20,1271.30,1241.00
2024-03-14,VN30F2403,1273.00,1252.50,1260.80,1271.60
2024-03-15,VN30F2403,1268.00,1241.30,1260.00,1257.10
2024-03-18,VN30F2403,1259.80,1218.40,1230.90,1257.90
2024-03-19,VN30F2403,1235.80,1224.20,1230.00,1232.80
2024-03-20,VN30F2403,1262.00,1228.00,1255.50,1233.00
2024-03-21,VN30F2403,1276.00,1260.20,1275.70,1260.20
2024-03-22,VN30F2404,1294.70,1275.70,1284.50,1287.00
2024-03-25,VN30F2404,1288.00,1267.20,1268.90,1281.00
2024-03-26,VN30F2404,1290.90,1265.50,1285.00,1268.00
2024-03-27,VN30F2404,1289.40,1279.60,1288.00,1286.00
2024-03-28,VN30F2404,1306.90,1293.70,1306.90,1294.00
2024-03-29,VN30F2404,1307.60,1295.30,1298.10,1306.70
2024-04-01,VN30F2404,1299.50,1283.00,1290.40,1292.20
2024-04-02,VN30F2404,1292.00,1274.10,1290.00,1285.00
2024-04-03,VN30F2404,1288.20,1269.10,1271.90,1284.80
2024-04-04,VN30F2404,1280.30,1265.00,1265.00,1275.60
2024-04-05,VN30F2404,1265.00,1251.20,1252.10,1254.00
2024-04-08,VN30F2404,1259.60,1247.20,1254.20,1256.10
2024-04-09,VN30F2404,1264.30,1254.20,1264.20,1258.00
2024-04-10,VN30F2404,1272.90,1258.90,1260.10,1265.00
2024-04-11,VN30F2404,1265.10,1250.80,1263.00,1250.80
2024-04-12,VN30F2404,1286.00,1260.10,1286.00,1265.50
2024-04-15,VN30F2404,1286.90,1232.00,1236.30,1281.50
2024-04-16,VN30F2404,1237.90,1212.40,1230.00,1234.90
2024-04-17,VN30F2404,1233.90,1206.50,1214.60,1233.80
2024-04-19,VN30F2405,1211.70,1191.70,1191.70,1200.10
2024-04-22,VN30F2405,1215.50,1200.00,1205.30,1200.00
2024-04-23,VN30F2405,1212.50,1187.00,1200.60,1210.00
2024-04-24,VN30F2405,1234.50,1207.10,1230.50,1208.00
2024-04-25,VN30F2405,1230.70,1221.10,1227.00,1226.20
2024-04-26,VN30F2405,1241.00,1220.50,1232.40,1221.50
2024-05-02,VN30F2405,1242.50,1226.80,1242.40,1230.20
2024-05-03,VN30F2405,1254.90,1246.50,1249.60,1250.00
2024-05-06,VN30F2405,1275.80,1256.20,1270.00,1256.40
2024-05-07,VN30F2405,1277.70,1266.20,1276.00,1273.00
2024-05-08,VN30F2405,1279.00,1261.00,1279.00,1273.00
2024-05-09,VN30F2405,1281.90,1267.00,1269.00,1277.00
2024-05-10,VN30F2405,1280.40,1258.60,1270.40,1274.20
2024-05-13,VN30F2405,1275.00,1261.80,1266.00,1272.00
2024-05-14,VN30F2405,1279.40,1269.10,1274.40,1269.80
2024-05-15,VN30F2405,1293.70,1277.30,1286.10,1277.30
2024-05-16,VN30F2405,1311.10,1294.00,1309.80,1295.80
2024-05-17,VN30F2406,1308.40,1301.70,1307.90,1306.80
2024-05-20,VN30F2406,1319.80,1310.10,1310.10,1315.00
2024-05-21,VN30F2406,1312.10,1297.00,1312.10,1307.70
2024-05-22,VN30F2406,1312.30,1287.40,1292.20,1310.30
2024-05-23,VN30F2406,1300.00,1283.00,1300.00,1288.80
2024-05-24,VN30F2406,1304.00,1271.20,1277.70,1293.40
2024-05-27,VN30F2406,1281.90,1272.40,1276.20,1279.80
2024-05-28,VN30F2406,1292.50,1279.10,1292.50,1279.70
2024-05-29,VN30F2406,1292.40,1275.80,1277.50,1292.00
2024-05-30,VN30F2406,1271.40,1256.10,1270.00,1269.90
2024-05-31,VN30F2406,1275.20,1266.50,1270.00,1270.50
2024-06-03,VN30F2406,1298.60,1280.60,1291.50,1282.70
2024-06-04,VN30F2406,1302.60,1291.10,1295.00,1292.90
2024-06-05,VN30F2406,1309.60,1295.00,1295.00,1301.40
2024-06-06,VN30F2406,1306.80,1292.10,1298.70,1295.50
2024-06-07,VN30F2406,1310.00,1297.70,1308.00,1306.00
2024-06-10,VN30F2406,1314.20,1305.00,1310.90,1313.00
2024-06-11,VN30F2406,1315.40,1300.30,1305.00,1315.00
2024-06-12,VN30F2406,1332.00,1301.30,1330.70,1302.20
2024-06-13,VN30F2406,1339.00,1324.70,1335.00,1331.00
2024-06-14,VN30F2406,1335.90,1317.00,1317.00,1333.50
2024-06-17,VN30F2406,1316.00,1305.00,1308.00,1315.50
2024-06-18,VN30F2406,1322.50,1308.50,1308.50,1312.20
2024-06-19,VN30F2406,1325.80,1298.70,1317.00,1309.90
2024-06-20,VN30F2406,1327.90,1316.30,1323.70,1317.60
2024-06-21,VN30F2407,1323.60,1311.20,1320.90,1322.60
2024-06-24,VN30F2407,1317.40,1285.50,1290.70,1314.00
2024-06-25,VN30F2407,1294.00,1280.00,1287.70,1294.00
2024-06-26,VN30F2407,1291.80,1275.00,1290.00,1288.00
2024-06-27,VN30F2407,1292.00,1280.60,1289.00,1285.00
2024-06-28,VN30F2407,1292.80,1271.10,1274.30,1291.60
2024-07-01,VN30F2407,1285.80,1271.70,1285.00,1277.20
2024-07-02,VN30F2407,1299.00,1283.50,1295.20,1284.70
2024-07-03,VN30F2407,1310.00,1294.50,1307.00,1297.10
2024-07-04,VN30F2407,1313.50,1303.30,1308.60,1307.00
2024-07-05,VN30F2407,1316.90,1307.00,1316.30,1308.50
2024-07-08,VN30F2407,1317.90,1305.60,1314.00,1317.00
2024-07-09,VN30F2407,1322.00,1304.50,1320.50,1316.10
2024-07-10,VN30F2407,1322.00,1309.40,1310.00,1318.90
2024-07-11,VN30F2407,1317.90,1305.50,1305.70,1316.00
2024-07-12,VN30F2407,1310.00,1298.00,1300.00,1304.90
2024-07-15,VN30F2407,1305.60,1292.50,1299.00,1302.00
2024-07-16,VN30F2407,1308.80,1298.50,1302.70,1301.50
2024-07-17,VN30F2407,1322.00,1294.40,1303.20,1309.00
2024-07-18,VN30F2407,1305.00,1287.20,1297.50,1303.20
2024-07-19,VN30F2408,1312.00,1295.10,1297.10,1304.50
2024-07-22,VN30F2408,1304.60,1291.00,1300.00,1291.30
2024-07-23,VN30F2408,1303.80,1280.00,1284.20,1301.40
2024-07-24,VN30F2408,1287.60,1273.30,1283.50,1283.30
2024-07-25,VN30F2408,1279.20,1270.60,1276.60,1275.20
2024-07-26,VN30F2408,1285.00,1276.80,1285.00,1278.60
2024-07-29,VN30F2408,1294.80,1287.80,1287.80,1289.90
2024-07-30,VN30F2408,1292.40,1284.20,1292.40,1286.10
2024-07-31,VN30F2408,1304.30,1291.00,1304.30,1292.00
2024-08-01,VN30F2408,1306.20,1270.50,1275.00,1306.00
2024-08-02,VN30F2408,1277.80,1256.30,1275.90,1265.30
2024-08-05,VN30F2408,1263.00,1226.60,1233.00,1257.00
2024-08-06,VN30F2408,1256.30,1237.10,1249.60,1244.80
2024-08-07,VN30F2408,1255.60,1245.50,1250.00,1252.20
2024-08-08,VN30F2408,1251.40,1237.30,1240.10,1248.30
2024-08-09,VN30F2408,1266.60,1247.30,1264.90,1249.00
2024-08-12,VN30F2408,1270.50,1258.70,1270.00,1262.50
2024-08-13,VN30F2408,1270.30,1262.20,1267.00,1269.00
2024-08-14,VN30F2408,1274.00,1268.00,1268.00,1270.90
2024-08-15,VN30F2408,1269.70,1263.00,1267.70,1268.00
2024-08-16,VN30F2409,1290.00,1268.10,1288.00,1271.60
2024-08-19,VN30F2409,1300.70,1288.20,1298.00,1289.00
2024-08-20,VN30F2409,1308.80,1298.30,1302.00,1301.60
2024-08-21,VN30F2409,1314.60,1297.10,1312.40,1300.80
2024-08-22,VN30F2409,1316.70,1310.20,1314.20,1312.70
2024-08-23,VN30F2409,1318.80,1310.10,1315.30,1311.60
2024-08-26,VN30F2409,1323.10,1316.20,1317.00,1320.80
2024-08-27,VN30F2409,1323.80,1315.20,1321.80,1316.90
2024-08-28,VN30F2409,1324.80,1317.00,1322.10,1320.60
2024-08-29,VN30F2409,1330.20,1320.30,1326.80,1321.10
2024-08-30,VN30F2409,1335.00,1328.00,1332.70,1328.90
2024-09-04,VN30F2409,1321.60,1307.30,1314.00,1320.80
2024-09-05,VN30F2409,1318.60,1304.20,1307.70,1316.10
2024-09-06,VN30F2409,1311.30,1305.60,1309.00,1307.60
2024-09-09,VN30F2409,1309.00,1298.50,1307.70,1299.10
2024-09-10,VN30F2409,1313.60,1289.00,1294.10,1310.50
2024-09-11,VN30F2409,1297.50,1286.50,1293.00,1294.50
2024-09-12,VN30F2409,1303.40,1297.50,1297.50,1300.00
2024-09-13,VN30F2409,1300.20,1291.20,1294.10,1300.00
2024-09-16,VN30F2409,1297.40,1282.00,1282.00,1297.00
2024-09-17,VN30F2409,1305.80,1282.20,1305.80,1283.00
2024-09-18,VN30F2409,1318.50,1303.20,1311.90,1305.00
2024-09-19,VN30F2409,1320.20,1312.60,1316.90,1314.00
2024-09-20,VN30F2410,1338.30,1327.50,1330.00,1329.80
2024-09-23,VN30F2410,1332.60,1324.50,1325.50,1331.00
2024-09-24,VN30F2410,1335.40,1322.00,1335.00,1326.00
2024-09-25,VN30F2410,1350.00,1335.60,1344.00,1335.60
2024-09-26,VN30F2410,1366.70,1345.20,1356.40,1346.00
2024-09-27,VN30F2410,1363.80,1350.80,1355.50,1357.70
2024-09-30,VN30F2410,1357.00,1349.70,1357.00,1352.60
2024-10-01,VN30F2410,1374.70,1360.00,1360.00,1361.30
2024-10-02,VN30F2410,1361.40,1351.60,1357.10,1353.30
2024-10-03,VN30F2410,1376.90,1349.00,1349.00,1360.00
2024-10-04,VN30F2410,1352.70,1343.00,1343.00,1351.90
2024-10-07,VN30F2410,1349.40,1331.60,1340.00,1347.50
2024-10-08,VN30F2410,1350.00,1336.60,1341.70,1340.10
2024-10-09,VN30F2410,1358.50,1342.40,1358.30,1344.10
2024-10-10,VN30F2410,1373.40,1362.30,1366.20,1363.40
2024-10-11,VN30F2410,1368.00,1358.50,1366.60,1366.20
2024-10-14,VN30F2410,1376.80,1358.50,1359.00,1376.00
2024-10-15,VN30F2410,1369.60,1354.50,1358.00,1360.00
2024-10-16,VN30F2410,1359.60,1350.50,1354.60,1355.90
2024-10-17,VN30F2410,1361.90,1347.10,1358.30,1358.00
2024-10-18,VN30F2411,1378.00,1363.80,1365.90,1375.00
2024-10-21,VN30F2411,1369.90,1362.50,1363.90,1364.00
2024-10-22,VN30F2411,1363.40,1350.00,1352.20,1360.00
2024-10-23,VN30F2411,1355.60,1345.00,1354.00,1353.00
2024-10-24,VN30F2411,1354.10,1336.10,1338.00,1352.80
2024-10-25,VN30F2411,1339.80,1327.00,1327.20,1338.50
2024-10-28,VN30F2411,1332.40,1327.20,1332.00,1330.00
2024-10-29,VN30F2411,1341.20,1334.00,1339.40,1334.00
2024-10-30,VN30F2411,1342.70,1331.20,1342.00,1341.80
2024-10-31,VN30F2411,1347.90,1333.70,1343.50,1339.00
2024-11-01,VN30F2411,1340.50,1325.20,1330.40,1340.20
2024-11-04,VN30F2411,1332.90,1317.00,1318.50,1332.80
2024-11-05,VN30F2411,1324.20,1317.20,1319.00,1319.60
2024-11-06,VN30F2411,1341.00,1324.00,1341.00,1325.00
2024-11-07,VN30F2411,1343.60,1333.80,1334.70,1342.00
2024-11-08,VN30F2411,1340.50,1318.00,1324.00,1337.50
2024-11-11,VN30F2411,1324.40,1305.80,1320.10,1324.00
2024-11-12,VN30F2411,1323.50,1302.40,1310.00,1321.10
2024-11-13,VN30F2411,1313.50,1298.20,1307.30,1304.00
2024-11-14,VN30F2411,1310.00,1292.90,1292.90,1305.30
2024-11-15,VN30F2411,1292.80,1275.60,1275.60,1292.80
2024-11-18,VN30F2411,1280.70,1261.80,1273.20,1271.50
2024-11-19,VN30F2411,1274.90,1262.20,1262.30,1272.90
2024-11-20,VN30F2411,1280.40,1253.40,1270.00,1260.00
2024-11-21,VN30F2411,1283.80,1264.40,1281.30,1267.80
2024-11-22,VN30F2412,1301.80,1291.20,1298.00,1294.70
2024-11-25,VN30F2412,1301.00,1294.30,1298.40,1298.80
2024-11-26,VN30F2412,1312.00,1296.00,1307.00,1296.10
2024-11-27,VN30F2412,1309.30,1304.20,1307.80,1307.60
2024-11-28,VN30F2412,1319.00,1304.90,1305.50,1310.10
2024-11-29,VN30F2412,1318.70,1304.30,1318.00,1305.00
2024-12-02,VN30F2412,1323.80,1309.10,1313.50,1322.90
2024-12-03,VN30F2412,1318.40,1305.30,1314.00,1315.90
2024-12-04,VN30F2412,1312.90,1302.60,1303.00,1312.30
2024-12-05,VN30F2412,1345.80,1302.20,1345.00,1303.80
2024-12-06,VN30F2412,1348.90,1340.60,1342.00,1342.60
2024-12-09,VN30F2412,1351.90,1335.90,1339.90,1342.00
2024-12-10,VN30F2412,1345.60,1336.50,1343.00,1339.90
2024-12-11,VN30F2412,1347.70,1333.00,1338.60,1340.60
2024-12-12,VN30F2412,1351.60,1336.40,1339.50,1340.90
2024-12-13,VN30F2412,1339.30,1330.10,1335.00,1336.00
2024-12-16,VN30F2412,1338.40,1327.20,1335.00,1333.00
2024-12-17,VN30F2412,1336.60,1326.20,1331.00,1336.60
2024-12-18,VN30F2412,1335.00,1328.70,1331.00,1329.00
2024-12-19,VN30F2412,1322.00,1311.50,1312.30,1315.00
